transaction_id,customer_id,product_id,quantity,transaction_date,store_id
1753,2610,2,3,2023-01-27 11:05:00,32
1754,122,4,1,2023-10-17 01:58:00,73
1755,4783,3,1,2023-12-27 17:27:00,66
1756,2561,2,2,2023-05-16 16:01:00,42
1757,3038,8,4,2023-07-30 18:48:00,50
1758,441,3,1,2023-01-28 06:46:00,57
1759,2750,9,1,2023-01-07 17:57:00,64
1760,591,10,1,2023-08-06 06:46:00,46
1761,1369,5,1,2023-03-20 03:12:00,89
1762,1990,9,4,2023-09-01 23:17:00,74
1763,1362,3,2,2023-07-27 05:04:00,89
1764,3774,5,2,2023-11-27 20:19:00,54
1765,2065,10,1,2023-12-26 15:44:00,53
1766,2416,6,1,2023-04-08 17:18:00,29
1767,2952,9,1,2023-12-07 19:15:00,37
1768,2769,8,1,2023-07-18 16:10:00,69
1769,3417,2,2,2023-05-21 09:37:00,14
1770,1577,2,1,2023-03-24 00:38:00,97
1771,115,5,1,2023-08-29 19:07:00,27
1772,1369,5,3,2023-04-29 07:47:00,5
1773,139,5,2,2023-12-01 04:06:00,44
1774,4924,4,1,2023-07-07 08:01:00,15
1775,4942,8,3,2023-05-16 14:03:00,67
1776,3374,5,1,2023-01-11 06:08:00,1
1777,1316,1,2,2023-09-03 11:27:00,24
1778,74,10,1,2023-08-03 19:55:00,76
1779,3847,5,1,2023-05-21 15:44:00,62
1780,484,1,2,2023-05-08 18:59:00,78
1781,4112,4,1,2023-10-23 06:27:00,57
1782,1550,1,1,2023-11-08 10:39:00,20
1783,1360,6,1,2023-08-27 18:56:00,58
1784,1897,6,1,2023-03-05 03:51:00,14
1785,4225,1,2,2023-10-19 21:04:00,78
1786,511,8,1,2023-03-11 10:58:00,53
1787,423,4,1,2023-05-15 13:17:00,35
1788,2433,2,3,2023-04-13 09:22:00,62
1789,1907,1,1,2023-12-14 16:06:00,61
1790,4328,3,1,2023-08-24 15:20:00,19
1791,959,7,1,2023-06-30 14:56:00,84
1792,825,10,1,2023-01-05 23:21:00,42
1793,65,10,1,2023-07-09 21:33:00,44
1794,4929,8,2,2023-10-07 07:26:00,87
1795,4711,5,2,2023-06-21 12:01:00,98
1796,3349,7,3,2023-11-22 07:16:00,1
1797,801,2,2,2023-07-14 10:03:00,68
1798,278,4,3,2023-08-29 00:37:00,81
1799,1718,6,4,2023-08-08 20:53:00,90
1800,2414,5,2,2023-01-09 07:51:00,78
1801,1239,6,3,2023-07-10 10:58:00,46
1802,4524,2,2,2023-09-19 19:37:00,51
1803,1487,7,1,2023-06-22 01:41:00,32
1804,4682,8,1,2023-02-15 05:42:00,100
1805,3299,9,1,2023-03-28 02:07:00,84
1806,4471,6,3,2023-12-05 21:22:00,80
1807,2996,7,2,2023-08-12 09:49:00,19
1808,93,1,2,2023-04-27 07:15:00,39
1809,3532,9,1,2023-10-23 05:10:00,88
1810,1841,6,1,2023-08-15 10:44:00,14
1811,3528,4,1,2023-03-27 11:59:00,29
1812,1622,10,3,2023-08-03 20:09:00,42
1813,1562,9,3,2023-09-25 15:17:00,14
1814,1417,1,2,2023-06-10 19:37:00,11
1815,2965,2,1,2023-06-09 13:32:00,75
1816,4191,3,1,2023-04-08 06:17:00,47
1817,1131,1,1,2023-12-15 04:50:00,24
1818,1414,2,1,2023-04-22 13:06:00,22
1819,3598,2,2,2023-11-28 07:19:00,49
1820,3745,7,1,2023-09-30 01:34:00,55
1821,2119,10,1,2023-10-30 19:25:00,55
1822,664,6,1,2023-12-09 20:19:00,85
1823,2635,9,1,2023-06-09 01:01:00,70
1824,2775,5,1,2023-06-30 04:46:00,78
1825,3970,9,4,2023-03-01 14:47:00,73
1826,3491,10,1,2023-11-22 07:29:00,35
1827,1572,9,2,2023-09-21 10:38:00,44
1828,1524,2,1,2023-02-26 20:56:00,36
1829,988,9,2,2023-03-23 16:59:00,89
1830,3239,3,1,2023-02-14 23:18:00,15
1831,3846,3,2,2023-05-28 04:56:00,45
1832,3694,9,1,2023-04-20 02:51:00,62
1833,99,7,1,2023-04-30 19:29:00,92
1834,2289,8,1,2023-08-27 22:16:00,50
1835,1515,7,3,2023-11-18 17:43:00,78
1836,4298,9,1,2023-03-26 15:26:00,13
1837,634,8,2,2023-05-30 13:39:00,31
1838,4842,4,2,2023-12-22 22:53:00,5
1839,4586,2,1,2023-03-08 05:19:00,83
1840,579,5,1,2023-11-21 09:22:00,8
1841,3960,2,1,2023-02-10 12:18:00,13
1842,273,4,1,2023-11-27 04:18:00,41
1843,4882,2,1,2023-04-07 01:53:00,17
1844,3955,5,3,2023-10-30 12:04:00,32
1845,3928,6,2,2023-11-29 15:07:00,5
1846,453,1,2,2023-02-12 01:01:00,9
1847,1176,8,1,2023-12-03 16:38:00,34
1848,4912,2,2,2023-08-13 09:39:00,1
1849,414,5,1,2023-01-16 20:27:00,40
1850,1551,8,1,2023-10-16 07:42:00,79
1851,4527,5,2,2023-07-05 06:57:00,54
1852,4991,3,2,2023-01-03 04:41:00,32
1853,1947,6,1,2023-06-08 16:06:00,98
1854,192,1,2,2023-02-23 04:17:00,99
1855,41,1,1,2023-02-02 23:29:00,50
1856,1860,8,3,2023-11-05 12:38:00,59
1857,1333,7,1,2023-09-08 21:04:00,92
1858,3450,10,1,2023-02-16 10:17:00,81
1859,136,10,2,2023-02-13 21:02:00,62
1860,4202,3,2,2023-02-20 06:11:00,11
1861,4615,8,1,2023-12-10 18:02:00,23
1862,1942,8,2,2023-01-24 02:36:00,26
1863,1566,1,3,2023-07-29 01:16:00,63
1864,4222,10,2,2023-10-25 17:28:00,46
1865,389,7,2,2023-05-12 01:24:00,69
1866,1559,2,2,2023-04-09 14:47:00,90
1867,2122,2,3,2023-11-03 02:21:00,6
1868,1029,2,1,2023-09-30 16:10:00,51
1869,3535,5,2,2023-10-06 12:18:00,43
1870,82,7,1,2023-11-23 14:45:00,98
1871,776,4,1,2023-10-02 21:13:00,42
1872,3039,4,1,2023-10-01 12:52:00,13
1873,4374,9,1,2023-02-28 10:28:00,25
1874,2888,10,1,2023-04-07 20:09:00,2
1875,1879,9,3,2023-09-11 05:43:00,14
1876,2272,7,1,2023-03-28 09:15:00,17
1877,1608,10,1,2023-05-10 23:03:00,40
1878,3140,4,1,2023-10-14 05:11:00,39
1879,606,8,1,2023-04-03 17:33:00,25
1880,4736,10,1,2023-06-12 03:47:00,91
1881,3415,3,1,2023-01-03 12:42:00,48
1882,3666,3,3,2023-01-17 13:19:00,88
1883,2145,7,1,2023-08-06 06:16:00,49
1884,4271,9,1,2023-12-04 03:34:00,33
1885,3766,4,1,2023-11-05 20:10:00,27
1886,1377,4,1,2023-10-04 04:20:00,45
1887,3463,1,1,2023-06-17 05:40:00,31
1888,348,1,1,2023-06-30 05:35:00,63
1889,1,3,1,2023-12-02 10:00:00,38
1890,63,7,2,2023-09-10 01:34:00,79
1891,1784,9,1,2023-04-23 22:56:00,40
1892,3815,4,2,2023-07-20 17:19:00,58
1893,226,2,1,2023-05-18 05:56:00,65
1894,1043,6,3,2023-03-24 04:06:00,11
1895,845,6,1,2023-01-24 11:02:00,15
1896,2681,9,4,2023-11-02 06:45:00,97
1897,4120,4,1,2023-01-12 09:25:00,57
1898,1235,8,3,2023-06-25 05:56:00,96
1899,1985,3,2,2023-05-31 01:32:00,25
1900,4257,2,1,2023-02-18 23:59:00,39
1901,1279,9,4,2023-03-15 11:17:00,33
1902,1595,6,1,2023-01-25 10:47:00,29
1903,2552,8,2,2023-11-22 02:07:00,58
1904,1953,10,3,2023-02-05 10:40:00,98
1905,1696,9,1,2023-06-28 05:02:00,72
1906,955,1,1,2023-02-02 05:05:00,11
1907,3292,1,1,2023-10-20 22:05:00,13
1908,357,5,2,2023-11-16 15:25:00,69
1909,3596,9,3,2023-06-20 15:22:00,83
1910,969,7,2,2023-06-08 05:03:00,21
1911,242,7,1,2023-02-11 02:25:00,3
1912,3447,2,2,2023-04-13 01:02:00,26
1913,4235,3,4,2023-07-30 15:14:00,33
1914,2145,4,1,2023-06-20 12:16:00,94
1915,147,2,1,2023-08-21 05:14:00,22
1916,543,10,1,2023-08-22 12:01:00,62
1917,692,9,3,2023-06-22 12:11:00,5
1918,1026,5,1,2023-08-08 17:42:00,19
1919,4051,7,3,2023-04-15 07:39:00,9
1920,4006,9,4,2023-06-10 23:00:00,58
1921,3360,5,1,2023-10-29 03:29:00,24
1922,2952,6,1,2023-08-07 19:38:00,39
1923,730,4,1,2023-07-20 08:39:00,76
1924,4500,8,1,2023-02-14 09:18:00,61
1925,2556,1,1,2023-05-08 12:40:00,48
1926,1151,1,2,2023-11-08 01:52:00,91
1927,1736,5,1,2023-12-27 21:36:00,50
1928,1039,10,4,2023-02-04 03:21:00,62
1929,2913,9,1,2023-09-08 19:05:00,53
1930,4841,2,1,2023-10-05 13:09:00,21
1931,2541,3,2,2023-08-21 02:17:00,38
1932,4415,8,1,2023-10-31 03:48:00,99
1933,1243,5,1,2023-10-25 06:50:00,96
1934,773,3,2,2023-04-19 15:46:00,59
1935,1917,6,3,2023-08-07 08:55:00,100
1936,3413,6,1,2023-10-02 03:07:00,97
1937,2500,5,1,2023-05-14 21:31:00,43
1938,3441,5,4,2023-12-11 19:20:00,17
1939,3546,6,1,2023-06-25 11:13:00,69
1940,1214,2,1,2023-06-14 02:10:00,44
1941,2932,6,2,2023-08-07 23:44:00,84
1942,419,2,1,2023-04-16 02:43:00,63
1943,3782,3,1,2023-12-04 03:57:00,23
1944,4961,2,1,2023-02-11 23:03:00,68
1945,789,1,3,2023-10-28 12:03:00,26
1946,1872,1,2,2023-10-31 07:00:00,94
1947,4591,9,1,2023-04-08 15:26:00,48
1948,2026,4,1,2023-10-10 20:06:00,47
1949,2447,5,2,2023-06-26 20:15:00,46
1950,4824,10,1,2023-07-05 16:22:00,29
1951,561,7,1,2023-05-29 01:34:00,34
1952,2652,2,1,2023-08-29 11:45:00,10
1953,3905,10,1,2023-02-27 13:51:00,20
1954,540,9,1,2023-11-24 12:35:00,88
1955,4756,4,1,2023-09-28 05:02:00,34
1956,3137,10,1,2023-03-09 07:55:00,13
1957,3290,10,2,2023-05-19 16:54:00,87
1958,2611,1,1,2023-02-07 12:40:00,10
1959,4913,8,2,2023-07-15 11:42:00,86
1960,1945,4,1,2023-10-02 15:29:00,45
1961,3146,7,1,2023-01-29 19:08:00,78
1962,2759,3,1,2023-02-22 23:59:00,89
1963,3261,9,1,2023-05-18 00:23:00,82
1964,4108,5,2,2023-06-08 00:38:00,84
1965,1896,5,2,2023-12-16 02:01:00,92
1966,2501,3,1,2023-06-02 02:36:00,8
1967,2830,9,2,2023-08-31 10:58:00,5
1968,3874,3,1,2023-08-09 18:35:00,85
1969,48,2,3,2023-01-12 03:58:00,20
1970,2365,9,3,2023-06-04 05:36:00,44
1971,2257,9,1,2023-05-19 08:54:00,80
1972,4673,10,1,2023-03-27 10:14:00,58
1973,754,4,2,2023-12-15 17:44:00,20
1974,2803,4,1,2023-06-26 15:37:00,89
1975,4650,10,3,2023-05-29 22:07:00,71
1976,3653,6,2,2023-10-16 19:38:00,89
1977,403,9,2,2023-06-24 06:36:00,100
1978,2087,8,1,2023-08-23 04:37:00,74
1979,2228,10,1,2023-07-26 02:49:00,40
1980,3411,3,1,2023-10-05 04:32:00,16
1981,2991,6,1,2023-12-06 12:19:00,4
1982,4644,7,1,2023-09-19 14:30:00,10
1983,1150,6,4,2023-08-13 14:04:00,51
1984,63,3,1,2023-07-10 11:07:00,48
1985,4940,9,3,2023-09-19 21:14:00,95
1986,3154,4,2,2023-12-29 02:33:00,76
1987,1009,2,2,2023-12-06 08:00:00,20
1988,2032,9,1,2023-03-13 19:18:00,32
1989,1323,3,1,2023-12-08 20:56:00,66
1990,2082,6,1,2023-08-22 04:28:00,60
1991,752,5,4,2023-05-28 21:54:00,11
1992,4145,2,3,2023-09-27 22:32:00,20
1993,658,1,1,2023-08-16 20:42:00,23
1994,1661,9,1,2023-10-29 09:57:00,77
1995,701,3,1,2023-02-03 06:56:00,35
1996,1081,7,1,2023-06-11 03:02:00,17
1997,2157,9,2,2023-04-17 06:11:00,10
1998,1541,9,2,2023-01-12 19:27:00,38
1999,3033,10,2,2023-07-09 21:21:00,78
2000,1984,6,2,2023-11-01 01:42:00,83
2001,315,8,1,2023-08-03 22:51:00,32
2002,3082,9,1,2023-04-21 23:34:00,54
2003,4734,3,2,2023-05-23 20:41:00,97
2004,2315,6,3,2023-08-29 04:48:00,57
2005,2136,5,1,2023-06-17 11:52:00,89
2006,1650,7,1,2023-10-04 14:10:00,25
2007,3220,7,1,2023-06-28 22:26:00,14
2008,3801,9,2,2023-12-30 13:55:00,45
2009,2479,1,1,2023-09-03 19:21:00,44
2010,4068,6,2,2023-07-07 09:06:00,38
2011,1776,5,1,2023-12-22 19:16:00,36
2012,1967,4,2,2023-12-24 05:46:00,88
2013,1768,10,1,2023-12-02 13:34:00,39
2014,3816,1,1,2023-05-03 12:05:00,39
2015,242,4,1,2023-09-14 10:43:00,13
2016,4798,10,1,2023-05-04 06:07:00,66
2017,2950,7,2,2023-04-12 21:57:00,34
2018,4837,4,2,2023-12-22 13:56:00,15
2019,4877,1,1,2023-05-15 00:28:00,58
2020,2257,10,1,2023-02-12 18:25:00,59
2021,4112,1,1,2023-01-25 15:06:00,66
2022,3369,1,2,2023-02-24 03:01:00,52
2023,367,10,1,2023-02-05 07:51:00,89
2024,2828,5,3,2023-01-05 15:33:00,69
2025,1253,7,1,2023-10-28 07:04:00,98
2026,2488,9,1,2023-04-11 02:50:00,5
2027,4786,8,1,2023-06-18 12:35:00,43
2028,3604,2,1,2023-02-19 11:49:00,8
2029,3522,9,1,2023-04-20 23:26:00,78
2030,4943,4,1,2023-01-07 15:45:00,93
2031,4518,10,1,2023-06-09 06:24:00,94
2032,1644,5,2,2023-11-29 01:20:00,63
2033,1213,5,1,2023-09-29 18:09:00,68
2034,4704,4,1,2023-02-14 00:26:00,35
2035,20,6,2,2023-12-18 20:36:00,71
2036,676,1,3,2023-12-22 05:52:00,90
2037,4478,2,1,2023-01-12 10:55:00,32
2038,609,4,2,2023-01-05 19:33:00,97
2039,62,4,2,2023-10-27 12:39:00,24
2040,1266,8,4,2023-01-09 15:06:00,50
2041,2286,9,1,2023-01-13 04:18:00,59
2042,1155,4,4,2023-07-20 01:26:00,65
2043,1629,6,1,2023-07-28 18:14:00,93
2044,1627,4,1,2023-01-13 11:35:00,38
2045,3717,4,1,2023-11-10 12:48:00,38
2046,1443,9,1,2023-05-11 12:54:00,21
2047,1654,4,2,2023-03-19 22:14:00,23
2048,2503,6,1,2023-03-12 03:12:00,46
2049,3270,9,1,2023-04-19 10:10:00,69
2050,282,3,1,2023-06-25 11:14:00,30
2051,4982,7,1,2023-05-20 18:15:00,40
2052,1025,7,1,2023-07-03 19:19:00,82
2053,4819,1,1,2023-09-16 02:18:00,70
2054,3404,2,1,2023-07-14 15:50:00,69
2055,1236,5,1,2023-10-17 00:16:00,42
2056,4183,8,1,2023-02-27 12:57:00,18
2057,4761,6,2,2023-09-29 15:32:00,59
2058,4958,7,1,2023-10-23 15:50:00,13
2059,786,3,1,2023-12-01 05:34:00,84
2060,3318,6,1,2023-06-27 02:21:00,21
2061,1668,9,1,2023-06-14 11:08:00,68
2062,3009,3,1,2023-08-07 10:26:00,77
2063,3195,6,3,2023-02-28 16:52:00,82
2064,4790,7,2,2023-01-24 01:43:00,77
2065,3776,5,2,2023-03-10 02:02:00,77
2066,2447,10,1,2023-10-23 02:45:00,61
2067,3791,8,1,2023-10-04 04:07:00,99
2068,534,8,1,2023-10-02 15:30:00,38
2069,402,6,3,2023-12-13 14:47:00,40
2070,3664,7,3,2023-02-10 20:40:00,27
2071,130,3,1,2023-01-07 21:09:00,58
2072,2340,7,1,2023-05-05 19:08:00,90
2073,4372,7,1,2023-03-02 05:02:00,76
2074,2960,4,1,2023-12-30 23:39:00,66
2075,1859,10,2,2023-11-12 23:07:00,43
2076,2974,4,1,2023-08-30 05:22:00,20
2077,4151,3,1,2023-03-11 10:34:00,35
2078,3650,10,2,2023-01-31 23:38:00,55
2079,2787,7,1,2023-06-17 07:27:00,74
2080,3098,5,1,2023-06-03 22:46:00,72
2081,3513,3,1,2023-12-13 05:58:00,40
2082,4861,6,1,2023-07-17 09:43:00,46
2083,1221,6,1,2023-02-03 21:43:00,100
2084,642,6,1,2023-02-24 03:19:00,95
2085,3315,2,2,2023-07-24 03:52:00,79
2086,724,10,2,2023-01-24 23:00:00,42
2087,4898,7,1,2023-05-11 14:26:00,18
2088,738,7,2,2023-08-18 00:01:00,15
2089,4854,10,1,2023-01-12 09:38:00,83
2090,1300,4,2,2023-05-31 20:21:00,88
2091,3481,6,1,2023-04-15 23:55:00,99
2092,340,4,1,2023-10-18 00:43:00,66
2093,153,4,1,2023-02-26 00:34:00,13
2094,1422,6,1,2023-08-06 22:14:00,57
2095,3052,9,3,2023-04-29 07:01:00,9
2096,427,7,1,2023-06-25 02:33:00,99
2097,3559,2,1,2023-10-11 09:00:00,66
2098,1136,6,1,2023-08-30 13:23:00,16
2099,2373,5,1,2023-10-07 12:11:00,100
2100,3330,6,3,2023-04-12 21:48:00,2
2101,950,8,3,2023-02-27 02:37:00,16
2102,1374,8,1,2023-12-31 15:59:00,72
2103,957,3,1,2023-09-09 20:19:00,1
2104,1702,9,1,2023-02-09 02:24:00,82
2105,2942,6,1,2023-03-13 03:10:00,26
2106,2483,7,1,2023-11-15 06:40:00,44
2107,1304,9,1,2023-06-19 01:00:00,5
2108,371,7,2,2023-02-25 08:30:00,21
2109,2981,10,1,2023-09-06 00:17:00,35
2110,2297,9,1,2023-10-16 20:53:00,92
2111,4799,1,1,2023-08-26 15:50:00,54
2112,2126,1,2,2023-01-22 13:44:00,90
2113,2967,3,1,2023-07-19 00:44:00,96
2114,4146,9,1,2023-11-25 01:56:00,50
2115,2743,1,1,2023-12-24 05:55:00,44
2116,4022,1,1,2023-06-16 03:00:00,85
2117,2365,5,1,2023-09-17 02:15:00,4
2118,763,8,4,2023-10-01 09:03:00,42
2119,4063,2,2,2023-11-11 11:05:00,41
2120,1005,4,2,2023-05-16 06:00:00,36
2121,3756,6,3,2023-10-04 18:15:00,24
2122,2847,1,2,2023-03-04 09:36:00,97
2123,350,4,2,2023-08-04 02:07:00,5
2124,2965,4,1,2023-06-29 11:01:00,57
2125,687,9,1,2023-02-23 12:37:00,67
2126,4638,9,1,2023-03-01 17:43:00,11
2127,3127,6,1,2023-07-15 03:09:00,45
2128,4457,8,1,2023-04-23 07:12:00,96
2129,2756,10,2,2023-10-04 16:58:00,22
2130,3525,4,1,2023-04-23 08:11:00,11
2131,3625,10,2,2023-10-11 17:08:00,38
2132,2733,8,2,2023-08-19 14:21:00,59
2133,1694,3,1,2023-09-20 15:41:00,86
2134,2893,2,1,2023-03-19 14:06:00,4
2135,3812,6,1,2023-03-08 15:26:00,67
2136,4181,5,1,2023-01-04 18:47:00,10
2137,685,8,1,2023-08-13 11:21:00,19
2138,4341,1,2,2023-11-20 20:19:00,82
2139,2920,10,1,2023-09-20 02:00:00,28
2140,3757,3,2,2023-07-16 10:30:00,95
2141,3284,7,3,2023-03-16 10:37:00,17
2142,4692,10,1,2023-04-07 11:43:00,24
2143,4027,4,2,2023-03-05 13:37:00,1
2144,1157,10,1,2023-05-17 10:54:00,5
2145,3062,5,2,2023-11-10 19:54:00,32
2146,4446,8,1,2023-11-23 20:06:00,53
2147,2330,1,2,2023-10-25 03:05:00,81
2148,1293,1,1,2023-03-17 05:10:00,57
2149,1885,7,3,2023-01-20 02:57:00,85
2150,1561,9,1,2023-03-07 06:12:00,43
2151,984,4,1,2023-09-15 17:06:00,86
2152,2068,8,1,2023-03-09 18:24:00,39
2153,1864,10,2,2023-08-25 05:49:00,34
2154,1980,7,2,2023-10-08 12:31:00,78
2155,1737,2,4,2023-01-09 23:40:00,80
2156,2453,5,2,2023-08-01 12:24:00,5
2157,1919,9,1,2023-10-29 07:51:00,18
2158,701,9,1,2023-10-10 09:17:00,4
2159,4047,3,1,2023-03-03 16:13:00,92
2160,2074,3,4,2023-06-26 18:13:00,91
2161,4662,2,3,2023-05-04 11:40:00,70
2162,3754,7,1,2023-10-05 05:46:00,11
2163,395,6,2,2023-05-04 10:15:00,47
2164,1957,5,2,2023-04-12 02:24:00,85
2165,3049,7,1,2023-07-15 19:41:00,81
2166,3453,4,2,2023-08-08 06:39:00,31
2167,523,5,1,2023-07-15 10:44:00,98
2168,1563,9,3,2023-12-26 01:57:00,13
2169,2910,9,1,2023-04-17 06:23:00,23
2170,2850,4,1,2023-02-16 01:40:00,65
2171,550,6,1,2023-05-02 18:09:00,68
2172,1469,2,1,2023-11-13 12:31:00,30
2173,833,3,1,2023-07-20 22:46:00,31
2174,4483,9,2,2023-11-03 15:17:00,47
2175,1422,6,1,2023-08-07 06:33:00,16
2176,286,8,2,2023-12-19 14:33:00,43
2177,2746,5,1,2023-02-26 00:17:00,3
2178,3766,2,3,2023-09-20 23:06:00,12
2179,4465,7,1,2023-07-03 06:46:00,76
2180,1446,6,1,2023-06-29 13:28:00,11
2181,1467,2,1,2023-12-28 00:46:00,16
2182,1777,6,1,2023-05-23 09:27:00,29
2183,3656,8,1,2023-11-30 09:42:00,21
2184,915,1,3,2023-03-19 21:28:00,58
2185,288,4,1,2023-04-09 15:51:00,43
2186,4191,1,1,2023-08-10 20:17:00,5
2187,2089,2,2,2023-01-05 22:16:00,52
2188,4427,1,1,2023-10-16 03:13:00,13
2189,1805,6,2,2023-08-30 21:54:00,81
2190,1179,6,3,2023-10-04 15:03:00,12
2191,2552,1,2,2023-08-28 23:09:00,81
2192,4371,4,1,2023-11-17 13:27:00,1
2193,1589,4,1,2023-09-01 17:56:00,8
2194,1957,8,1,2023-11-10 13:33:00,16
2195,1776,6,1,2023-04-10 02:56:00,15
2196,4863,2,1,2023-08-07 18:29:00,19
2197,988,5,3,2023-08-22 12:01:00,25
2198,1204,4,1,2023-05-27 06:08:00,31
2199,3331,10,1,2023-12-15 19:18:00,2
2200,1120,4,1,2023-08-17 18:45:00,59
2201,197,8,1,2023-05-10 08:26:00,89
2202,3976,5,1,2023-10-17 23:44:00,31
2203,526,3,3,2023-08-21 09:20:00,68
2204,4728,10,1,2023-08-01 05:25:00,68
2205,1411,4,3,2023-12-24 12:58:00,12
2206,4504,1,2,2023-06-26 12:40:00,17
2207,1293,6,4,2023-08-26 07:16:00,85
2208,1195,10,1,2023-10-01 20:02:00,29
2209,1949,4,1,2023-07-24 02:36:00,86
2210,3656,6,1,2023-10-14 03:02:00,36
2211,4787,2,3,2023-09-23 19:06:00,80
2212,2218,5,2,2023-03-24 22:20:00,63
2213,4255,9,2,2023-05-26 11:45:00,15
2214,3581,8,1,2023-05-12 00:27:00,30
2215,1018,3,1,2023-01-20 14:23:00,51
2216,3154,1,1,2023-12-03 03:25:00,11
2217,3591,10,1,2023-06-02 15:52:00,57
2218,4208,3,1,2023-11-16 06:33:00,13
2219,4070,8,1,2023-08-01 03:22:00,87
2220,48,3,2,2023-02-20 08:38:00,55
2221,3664,5,3,2023-10-25 22:16:00,98
2222,4472,2,2,2023-12-30 13:57:00,63
2223,828,1,2,2023-04-12 08:19:00,84
2224,4723,10,4,2023-08-09 12:23:00,2
2225,2090,5,1,2023-06-26 05:37:00,72
2226,2057,5,1,2023-07-03 23:55:00,82
2227,819,6,2,2023-04-23 05:50:00,56
2228,4753,2,1,2023-11-05 02:41:00,7
2229,3985,9,1,2023-10-02 12:23:00,43
2230,3681,2,1,2023-02-23 20:38:00,31
2231,1812,2,1,2023-11-24 00:00:00,61
2232,4886,5,1,2023-12-15 23:14:00,22
2233,3115,9,1,2023-10-19 20:34:00,62
2234,1630,4,1,2023-11-01 14:20:00,28
2235,1544,6,1,2023-01-27 18:31:00,25
2236,3580,2,3,2023-09-19 19:13:00,65
2237,1905,4,4,2023-03-03 21:10:00,32
2238,1437,9,2,2023-03-21 15:22:00,89
2239,3318,2,4,2023-06-30 18:09:00,48
2240,3521,1,1,2023-09-16 12:13:00,80
2241,3060,4,2,2023-05-02 02:58:00,93
2242,4117,4,1,2023-02-02 06:08:00,24
2243,999,1,2,2023-10-18 23:49:00,81
2244,1432,4,1,2023-08-30 11:04:00,42
2245,4553,3,2,2023-11-10 10:45:00,70
2246,3062,2,1,2023-03-19 03:30:00,78
2247,265,10,1,2023-01-08 16:20:00,90
2248,3732,4,2,2023-03-13 19:16:00,92
2249,2275,8,2,2023-07-08 09:46:00,36
2250,3876,7,1,2023-06-11 15:45:00,31
2251,3318,9,2,2023-06-10 22:48:00,27
2252,2047,8,1,2023-11-21 14:32:00,66
2253,3145,1,2,2023-09-30 10:12:00,83
2254,3222,2,1,2023-10-12 19:33:00,92
2255,3141,2,2,2023-12-04 04:36:00,45
2256,4901,8,1,2023-12-31 10:16:00,44
2257,1254,4,3,2023-04-20 18:27:00,57
2258,723,9,1,2023-09-09 04:44:00,21
2259,84,2,1,2023-01-18 21:15:00,55
2260,4836,4,1,2023-12-18 13:02:00,15
2261,3371,1,1,2023-03-18 03:07:00,34
2262,3820,3,1,2023-08-04 03:03:00,3
2263,3365,6,2,2023-10-30 21:41:00,1
2264,1758,9,1,2023-03-04 12:25:00,24
2265,4319,1,1,2023-03-26 12:27:00,43
2266,2781,5,1,2023-04-14 03:57:00,27
2267,3288,2,1,2023-09-11 15:29:00,9
2268,2453,7,1,2023-08-16 02:40:00,88
2269,329,4,3,2023-09-07 19:31:00,17
2270,426,5,1,2023-11-28 13:30:00,92
2271,770,8,1,2023-05-31 15:16:00,39
2272,3976,2,1,2023-12-18 15:44:00,55
2273,608,3,3,2023-09-11 14:59:00,68
2274,1853,5,2,2023-12-13 17:32:00,93
2275,2673,10,4,2023-03-13 02:05:00,45
2276,2125,4,1,2023-11-16 01:30:00,28
2277,1301,5,3,2023-11-26 11:05:00,56
2278,466,3,2,2023-08-21 05:20:00,29
2279,1965,9,3,2023-02-18 21:57:00,29
2280,1946,8,1,2023-08-07 15:29:00,69
2281,2540,6,2,2023-02-02 12:53:00,11
2282,2361,1,1,2023-03-25 19:15:00,2
2283,2040,4,1,2023-01-17 10:42:00,68
2284,1185,7,1,2023-09-07 19:43:00,10
2285,3935,10,2,2023-03-21 15:15:00,72
2286,3218,5,4,2023-04-30 16:17:00,87
2287,2783,4,2,2023-06-27 14:41:00,27
2288,778,9,2,2023-05-08 00:47:00,87
2289,3380,8,2,2023-04-27 14:34:00,98
2290,2419,3,2,2023-08-30 00:27:00,35
2291,4078,6,1,2023-11-07 11:20:00,81
2292,4263,4,1,2023-12-03 10:58:00,50
2293,2440,7,2,2023-06-18 19:58:00,74
2294,4832,1,1,2023-10-22 22:43:00,2
2295,1990,1,2,2023-05-15 07:31:00,17
2296,1067,6,2,2023-05-16 17:20:00,95
2297,945,10,1,2023-11-11 16:05:00,80
2298,29,7,3,2023-10-16 01:18:00,24
2299,1898,9,1,2023-01-22 06:10:00,57
2300,1698,7,1,2023-05-24 16:29:00,71
2301,2815,9,1,2023-11-24 08:53:00,83
2302,3366,10,3,2023-11-09 18:58:00,16
2303,2489,9,4,2023-10-11 03:23:00,97
2304,1666,8,1,2023-01-04 05:46:00,36
2305,4620,7,1,2023-06-06 09:50:00,45
2306,1571,3,1,2023-05-30 20:20:00,10
2307,1734,3,1,2023-07-22 16:25:00,63
2308,760,5,1,2023-02-15 13:22:00,43
2309,2158,7,2,2023-03-16 02:14:00,51
2310,1352,10,2,2023-05-17 03:21:00,79
2311,3477,7,2,2023-09-24 08:41:00,3
2312,1269,1,1,2023-08-26 08:59:00,66
2313,1786,8,1,2023-05-24 12:07:00,35
2314,3950,1,2,2023-11-30 04:16:00,91
2315,2608,4,2,2023-03-24 23:30:00,69
